kepsek,operator,akreditasi,kurikulum,waktu,nama_sekolah,sekolah_id,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus,nama_bank,kcp,nama_di_rek,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listri,akses_internet,alamat,dusun,desa_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rt,rw
Slamet Mugiono,Citra Mudita,B,Kurikulum 2013,-,SDN Petamburan 03 Pagi,D764D07A007947026841,20100501,Negeri,SD,Pemerintah Pusat,1976,1976-04-20,-,1910-01-01,Tidak ada,DKI,Wahid Hasyim,SDN PETAMBURAN 03,Bersedia Menerima,-,Belum Bersertifikat,PLN,4400,100 Mb,Jl. Petamburan IV,JL. PETAMBURAN IV,Petamburan,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10260,-6,106,8,4
"Ivawati Sirait, S.E",Putra Jerico Nathalen Napitu,A,Kurikulum 2013,Sehari penuh (5 h/m),SMAS CHANDRA KUSUMA JAKARTA,0C29EF701A0DBE1F6A19,20107372,Swasta,SMA,Yayasan,5696/-1.851.68,2014-04-04,5696/-1.851.68,2014-04-23,Tidak ada,BANK MASPION,MUARA KARANG,Bank Maspion a/n. Yayasan Chandra Kusuma,Tidak Bersedia Menrima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,65000,200 Mb,JL. PERUM VILAMAS SELATAN I BLOK H 4 NO. 1,-,Kapuk Muara,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14460,-6,106,7,5
Eko Beni Prastyo Widiyanto,Zamal Fatoni,A,Kurikulum 2013,-,SDS MAMBA UL HIKMAH,8CCF10E596223D5BE8AD,20105058,Swasta,SD,Yayasan,Sp.026/I01.F4/I-88,1988-02-15,309/-1.851.48,2013-01-14,Tidak ada,DKI,CAB. WALIKOTA JAKARTA UTARA,SDS MANBAUL HIKMAH,Bersedia Menerima,-,Belum Bersertifikat,PLN,4400,50 Mb,JL. TIPAR CAKUNG SUKAPURA NO 2,,Suka Pura,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14140,-6,106,4,2
Theresia Istiani,Vinsensius Dimas Setiadi,A,Kurikulum 2013,-,SMP Damai,E2747291F32F7E38A35F,20106766,Swasta,SMP,Yayasan,SP 368/IOI.IA/I.85,1985-03-04,2465 / I . 851 . 58,2012-11-30,Tidak ada,Bank DKI,Pintu Besar Selatan,SMP Damai,Bersedia Menerima,-,Belum Bersertifikat,PLN,54776,30 Mb,Jl. Duri Selatan V No.29,Duri Selatan,Duri Selatan,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11270,-6,106,15,2
Imeldha Putrianti,Sun Jaya Kurnia,B,Kurikulum 2013,Sehari penuh (5 h/m),SMAS DHARMA SUCI JAKARTA,1B0F09EA260621BE5602,20107375,Swasta,SMA,Yayasan,2139/A2.1.2/KP/1997,1998-04-15,0007/1.10.0/31.72/-1.851.68/2016,2016-12-07,Tidak ada,BPD DKI...,BPD DKI CABANG PLUIT...,SMADHARMASUCI...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,5000,300 Mb,JL. JEMB 3 KOMP. PLUIT MAS BLOK F NO. 1-5,-,Pejagalan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14450,-6,106,2,8
Haidir,Juwita Komalasari,A,Kurikulum 2013,Sehari penuh (5 h/m),SDN Petamburan 05,D64D1A713428BB809CEE,20104657,Negeri,SD,Pemerintah Pusat,1921 tahun 2014,2014-11-03,1921 tahun 2014,2014-11-03,Tidak ada,BANK DKI,cabang,SDN PETAMBURAN 05 PAGI,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,22000,100 Mb,Jl. Petamburan II,PETAMBURAN,Petamburan,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10260,-6,106,10,3
Zumi Febrik,Retno Susiani,A,Kurikulum 2013,Sehari penuh (5 h/m),SDS Nurul Falah I,0AA0B76300E637953551,20105071,Swasta,SD,Yayasan,SP. 1052/101.1A/1. 84,1984-11-07,001/1.4.1/31.72.04.0000/1.851.48/2016,2001-06-12,Tidak ada,BPD DKI...,BPD DKI CABANG TG. PRIOK...,SDITELADANNURULFA...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,11000,50 Mb,Jl. Dewa Kembar Komp. TNI AL,Dewa kembar,Semper Timur,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14130,-6,106,2,1
Witono,Hana Airine Setiani,A,Kurikulum 2013,Sehari penuh (5 h/m),SMP DHAMMASAVANA,F3198ECA2210AFF16F27,20106768,Swasta,SMP,Yayasan,50,2009-01-19,2051/-1.851.58,2014-03-10,Tidak ada,BPD DKI...,BPD DKI CABANG PINTU BESAR SELATAN...,SMPDHAMMASAVANA...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,33000,50 Mb,Jl. Jembatan Dua Padamulya Vi No. 176 B,,Angke,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11330,-6,106,3,9
"Erni Susanti, S. Pd",Anggriarum W N,B,Kurikulum 2013,-,SMAS HARAPAN KASIH JAKARTA,99597B9E732BD396A869,20107378,Swasta,SMA,Yayasan,7981,2002-07-06,0001/1.10.0/31.72/-1.851.68/2015,2015-10-16,Tidak ada,BANK DKI,WALIKOTA JAKARTA UTARA,SMA HARAPAN KASIH,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,10 Mb,JL. MUARA BARU RAYA 5-7,-,Penjaringan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14440,-6,106,21,17
Hj Eliyani,LUSY HERAWATI,A,Kurikulum 2013,-,SDN Petamburan 07,A83C894B97362166EED7,20104658,Negeri,SD,Pemerintah Daerah,1927 Tahun 1982,1982-12-13,-,1982-12-13,Tidak ada,BPD DKI...,BPD DKI CABANG BENDUNGAN HILIR...,SDNPTAMBURAN07-BOS...,Bersedia Menerima,-,Belum Bersertifikat,PLN,41500,50 Mb,Jl. Petamburan II no. 33,,Petamburan,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10260,-6,106,10,3
M. Abdul Saeroni,Sri Muntiarsih,B,Kurikulum 2013,-,SDS Nurul Falah II,7DEB0030A9B8C4344AE0,20105072,Swasta,SD,Yayasan,SP.1052/101.1A/1.84,1984-11-07,002/1.4.1/31.72.04.0000/1.851.48/2016,2001-06-12,Tidak ada,BPD DKI...,BPD DKI CABANG TANJUNG PRIOK...,SDITNURULFALAHII...,Bersedia Menerima,-,Belum Bersertifikat,PLN,11000,50 Mb,Jl. Dewa Kembar Komp. TNI AL,Semper Timur,Semper Timur,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14130,-6,106,2,1
Drs. Robi Ninggulan,Didi Kurniawan,A,Kurikulum 2013,Siang,SMP GARUDA,5BACC96D3FCC62910F90,20106793,Swasta,SMP,Yayasan,935P/IO1.58/I/94,1984-10-10,3408/I.851.58,2008-12-18,Tidak ada,BPD DKI...,BPD DKI CABANG PINTU BESAR SELATAN...,SMPGARUDA...,Bersedia Menerima,Siang,Belum Bersertifikat,PLN & Diesel,33000,50 Mb,Jl. Duri Utara I No. 1,DURI UTARA,Duri Utara,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11270,-6,106,2,4
Abdul Malik,Oscar Firmansyah,A,Kurikulum 2013,-,SD ISLAM AL-ABRAR,BE9CD5D523D643AF06BD,20104718,Swasta,SD,Yayasan,305711-851-48,1969-07-10,305711-851-48,2008-11-04,Tidak ada,Bank DKI,Tanah Abang,"Sugiarno, S.Pd.",Bersedia Menerima,-,Belum Bersertifikat,PLN,36000,50 Mb,Jln. Bendungan Hilir Raya No.148,Bendungan Hilir,Bendungan Hilir,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10210,-6,106,12,6
Casih Halimatus Yadiah,Abu Hasan,B,Kurikulum 2013,Siang,SDS Nurul Huda,7A24547CFE94DF7A27BA,20105075,Swasta,SD,Yayasan,32,1987-09-19,02/1.4.1/31.72.04.0000/1.851.48/2016,2013-02-01,Tidak ada,DKI,TANJUNG PRIOK,SDI NURUL HUDA,Bersedia Menerima,Siang,Belum Bersertifikat,PLN,1200,50 Mb,Jl. Bakti IX No. 27,Cilincing Jakarta Utara,Cilincing,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14120,-6,106,2,6
M. A. Frieda Pramono,Andi Octavianus,A,Kurikulum 2013,-,SMAS KATOLIK DIAKONIA JAKARTA,AF5E10EB2113962EAE33,20100631,Swasta,SMA,Yayasan,KEP.938U/I01.A1/I/94,1995-02-14,127/-1.851.68,2014-01-09,Tidak ada,BPD DKI...,BPD DKI CABANG  EMPORIUM...,SMADIAKONIA...,Bersedia Menerima,-,9001:2008,PLN,49998,300 Mb,JL.PLUIT UTARA RAYA NO. 2,-,Pluit,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14450,-6,106,5,5
"PLT - Sugiharto, S.pd",Muchsin Hakim,B,Kurikulum 2013,Sehari penuh (5 h/m),SMP HARVARD,A1B28A8E235A1178E34E,20106797,Swasta,SMP,Yayasan,SP.660/I01.1A/I.86,1986-10-04,-,1910-01-01,Tidak ada,Bank DKI,cabang,SMP Harvard,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,45000,5 Mb,Jl. P Tubagus Angke No. 33,ANGKE,Angke,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11330,-6,106,3,7
Agung Gustaman,NIHLAH,A,Kurikulum 2013,Sehari penuh (5 h/m),SD ISLAM SAID NAUM,C50ADF57AFACFD59AD4F,20104808,Swasta,SD,Yayasan,SP.445/101.1A/1.35,1977-11-05,1006/-1.851.48,2012-02-09,Tidak ada,DKI,WAHID HASYIM,SDI Said Na'um,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,55000,100 Mb,Jl. Kh Mas Mansyur No. 25,TANAH ABANG,KEBON KACANG,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10240,-6,106,0,0
Arifin,Salsabilla Gadis Librian,B,Kurikulum 2013,Sehari penuh (5 h/m),SDS Pantai Indah,4A5C001979A734A4F671,20105083,Swasta,SD,Yayasan,577/IMB/77,1976-11-30,5029/-1.851.48,2011-08-09,Tidak ada,DKI,WALIKOTA JAKARTA UTARA,SD PANTAI INDAH,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,2200,Telkom Speedy,Jl. Kalibaru Timur,KALIBARU,Kali Baru,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14110,-6,106,6,13
Ivo Suryani,Rudiyanto,B,Kurikulum 2013,Siang,SMP ISLAM BAHAGIA,B925D09D3471C67C593F,20106806,Swasta,SMP,Yayasan,522/101.1A/1.86,1986-02-24,680/-1.851.58,2010-02-03,Tidak ada,BPD DKI...,BPD DKI CABANG PINTU BESAR SELATAN...,SMPISLAMBAHAGIA...,Bersedia Menerima,Siang,Belum Bersertifikat,PLN,10000,50 Mb,Jl. Persima Raya No. 15,Kalianyar,Kalianyar,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11310,-6,106,4,4
Uus Suryadi,SD NIRWANA,C,Kurikulum 2013,-,SD NIRWANA,A0639DB59B53DCC5D279,20104793,Swasta,SD,Yayasan,537.HT.03.02,2001-11-23,1652/1.851.48,2008-05-13,Tidak ada,DKI,KS.Tubun,HUSAIN SAEPUDIN,Bersedia Menerima,-,Belum Bersertifikat,PLN,2200,50 Mb,Jl. Jati Bunder VII No. 181,Jati Bunder,Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10230,-6,106,7,14
Andrian,ANTONIUS HANDI WINARSO,A,Kurikulum 2013,Sehari penuh (5 h/m),SMAS KRISTEN 6 PENABUR,C29235F012813A0983DA,20110335,Swasta,SMA,Yayasan,4392/-1.851.68,2009-07-15,5262/-1.851.68,2011-08-18,Tidak ada,nama_bank,cabang,rek_atas_nama,Tidak Bersedia Menrima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN & Diesel,682,500 Mb,JL.MUARA KARANG BLOK Z 3 S,,Pluit,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14450,-6,106,1,2
Ade Rifai,WAWAN SETIAWAN,B,Kurikulum 2013,Siang,SMP ISLAM CHAIRIYAH MANSURIYAH,C2765649B68D0CBD8885,20108810,Swasta,SMP,Yayasan,067/987/32/VIII/1986,1986-08-08,5422/-1.851.58,2014-04-14,Tidak ada,BPD DKI...,BPD DKI CABANG PINTU BESAR SELATAN...,SMPICHAIRIYAHMANSU...,Bersedia Menerima,Siang,Belum Bersertifikat,PLN,16500,40 Mb,Jl. Sawah Lio I No. 30,Sawah Lio,Jembatan Lima,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11250,-6,106,11,1
Fransiscus Deo Putra Saiming,Shanty Banes,A,Kurikulum 2013,-,SDS Std. TKM II,50E74723553338E4AE81,20105106,Swasta,SD,Yayasan,5378/-1.851.48,1977-08-24,5378/-1.851.48,2011-08-23,Tidak ada,Bank DKI,Jakarta Tanjung Priok,SD STRADA TUNAS KELUARGA MULIA II,Bersedia Menerima,-,Belum Bersertifikat,PLN,16500,300 Mb,Jl. Raya Cakung Cilincing No. 11,,Semper Timur,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14130,-6,106,9,2
Lia Kusmiyati,Shahana Refni Putri,,Kurikulum 2013,Sehari penuh (5 h/m),SDI Al Irsyad Al Islamiyyah Petamburan,AEFE44A2C6E9F8DA31C4,70010338,Swasta,SD,Yayasan,3900/F.2/31.71.07.1004/-1.848/e/2019,2019-10-09,1/A.2/31.71.07.1004/4/4-1.851.48/e/2021,2021-04-26,Tidak ada,,,,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,0,100 Mb,"Jl. Jati Petamburan I/45, RT 07, RW 01",,Petamburan,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10260,0,0,7,1
Solehudin,Eddo Surya Permana,B,Kurikulum 2013,Siang,SMP ISLAM TAMBORA,F5B73E4FEC1234714E07,20106808,Swasta,SMP,Yayasan,6007/1.851.202.7.,2002-11-22,1484/-1.851.58,2013-02-25,Tidak ada,BPD DKI...,BPD DKI CABANG PINTU BESAR SELATAN...,SMPISLAMTAMBORA...,Bersedia Menerima,Siang,9001:2000,PLN,4000,50 Mb,Jl. Tambora Mesjid No. 11,,Tambora,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11220,-6,106,3,3
Dicky Hendrawan,Vincentia Rukmiati,A,Kurikulum 2013,-,SMAS KRISTEN IPEKA PLUIT,33E978340F74AC3BB8FD,20107382,Swasta,SMA,Yayasan,017/IPEKA/I/2006,2006-01-11,6027/-1.851.68,2014-05-05,Tidak ada,BCA,-,Yayasan IPEKA,Tidak Bersedia Menrima,-,Belum Bersertifikat,PLN,150000,500 Mb,JL. PLUIT TIMUR B UTARA NO. 1,-,Pluit,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14450,-6,106,0,0
Maria Magdalena Dyah Kristiningsih,Ivan Gilang Seputro,B,Kurikulum 2013,-,SDS STRADA TUNAS KELUARGA MULIA I,96C62F51D86A0B0C8466,20105105,Swasta,SD,Yayasan,53,1962-01-01,2715/-1.851.48,2011-05-10,Tidak ada,DKI,Tanjung Priok,SD STRADA TUNAS KELUARGA MULIA I,Bersedia Menerima,-,Belum Bersertifikat,PLN,16500,50 Mb,Jl. Khatulistiwa No. 06,Semper Barat,Semper Barat,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14130,-6,106,8,11
Eis Supiarti,NANDITO RIZKI SYACHPUTRA,B,Kurikulum 2013,Sehari penuh (5 h/m),SMP Jame Pekojan,76CBDC50B1C63F1A905D,20106810,Swasta,SMP,Yayasan,204 016 203 049,1978-02-02,381/-1.851.58,2013-01-15,Tidak ada,Bank DKI,Pintu Besar Selatan,SMP Jame Pekojan,Bersedia Menerima,Sehari penuh (5 h/m),9001:2008,PLN,11000,300 Mb,Jl. Pengukiran IV/37A,PEKOJAN,Pekojan,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11240,-6,106,3,2
Vendy,Listi Lia Natasya Silalahi,A,Kurikulum 2013,Sehari penuh (5 h/m),SMAS KRISTEN YUSUF,C6DAAFACCF15E2F1D715,20100603,Swasta,SMA,Yayasan,-,1901-01-01,Kep 5524/Io1.A1/I/90,1900-01-01,Tidak ada,Bank DKI,-,SMA KRISTEN YUSUF,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,38000,30 Mb,JL. ARWANA 2/16 JEMBATAN DUA,-,PEJAGALAN,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14450,-6,106,4,2
Lesperina Purba,Rondang Marsaulina,B,Kurikulum 2013,-,SDS ADVENT IV BENHIL,3B83214251C164BA93AB,20104713,Swasta,SD,Yayasan,28/1986,1966-01-01,1123/-1.851.48,2014-02-20,Tidak ada,BANK DKI,Walikota Jakarta Pusat,SDS ADVENT IV BENHIL,Bersedia Menerima,-,Belum Bersertifikat,PLN,15000,200 Mb,Jl. Bendungan  Jatiluhur No. 62,Benhil,Bendungan Hilir,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10210,-6,106,2,2
PLT - Romauli Megaria M.T,Gery Yehezkiel B,B,Kurikulum 2013,-,SDS Tugu Bhakti,871AFA8F0707F6F5EB25,20105118,Swasta,SD,Yayasan,JU.01.019.SD.96,1996-03-13,005/1.4.1/31.72.04.0000/1.851.48/2015,2015-08-03,Tidak ada,DKI,Tanjung Priok,SD TUGU BHAKTI,Bersedia Menerima,-,Belum Bersertifikat,PLN,7700,50 Mb,Jl. Raya Tugu Semper,SEMPER BARAT,Semper Barat,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14130,-6,106,10,6
PLT - Megawati Alex,Albert,B,Kurikulum 2013,Sehari penuh (5 h/m),SMP Joy,0BAD9B98FA0DD43F3A5D,20106812,Swasta,SMP,Yayasan,018/I01.G/PP/2001,2001-08-09,001/1.16.1/31.73/1.851.5/2016.,2016-01-18,Tidak ada,Bank DKI,cabang,SMP JOY,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,7700,30 Mb,Jl. Jembatan Hitam No. 2-9-11,,Pekojan,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11240,-6,106,2,7
Pipit Fitrotus Su'udiyah,Pipit Fitrotus,B,Kurikulum 2013,Siang,SDS Yaspi,D60CD4124E6CE2DCA320,20105137,Swasta,SD,Yayasan,AHU-0020168.AH.01.04 Tahun 2016,2016-04-12,6056/-1.851.48,2012-07-26,Tidak ada,Bank DKI,Tanjung Priok,SDS YASPI,Bersedia Menerima,Siang,Belum Bersertifikat,PLN,3600,300 Mb,Jl. Dinas Kebersihan DKI,,Semper Barat,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14130,-6,106,4,4
Menason Setiawan,Kurniawan Sadewo,A,Kurikulum 2013,Sehari penuh (5 h/m),SMAS METHODIST JAKARTA,9EDA7CE67024252A20FE,20100605,Swasta,SMA,Yayasan,Kep.661A/I01.A1/I/1990,1990-12-29,12888/-1.851.68,2014-12-24,Tidak ada,BPD DKI...,BPD DKI CABANG PLUIT...,SMAMETHODIST...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,19700,250 Mb,JL. BANDENGAN UTARA NO. 91A,-,Pejagalan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14450,-6,106,2,16
Pando Wijoyo Situmorang,Margaretha Dwi R,A,Kurikulum 2013,-,SDS Hati Suci,A909CFCC6E0D48AEE769,20104743,Swasta,SD,Yayasan,-,1952-01-01,1908/I.851.48,2011-08-25,Tidak ada,BPD DKI...,BPD DKI CABANG TANAH ABANG...,SDHATISUCI...,Bersedia Menerima,-,Belum Bersertifikat,PLN,33000,50 Mb,Jl. Hati Suci No. 2,,Kampung Bali,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10250,-6,106,2,8
Arsid Jafar,Panji Yusrifal,B,Kurikulum 2013,Siang,SMP Kali Baru,A79E302CFE43F0B0E2C0,20106817,Swasta,SMP,Yayasan,-73-,2009-02-23,401/-1.851.58,2011-01-20,Tidak ada,DKI,CABANG PINTU BESAR SELATAN,SMP KALI BARU,Bersedia Menerima,Siang,Belum Bersertifikat,PLN,3600,30 Mb,Jl. Kali Anyar V No.18,Kali Anyar,Kalianyar,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11310,-6,106,12,4
Atik Nurharjanti,ADI SETYO NUGROHO,A,Kurikulum 2013,Sehari penuh (5 h/m),SMP Negeri 143,0506A3D0A005712C7923,20100763,Negeri,SMP,Pemerintah Daerah,,1978-01-10,-,1910-01-01,Tidak ada,BPD DKI...,BPD DKI CABANG TANJUNG PRIOK...,SMPN143-BOS...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,33000,50 Mb,Jl. Cilincing Bakti IX,,Cilincing,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14120,-6,106,1,6
Drs. Robertus Kusnandar,Maikel Haryanto,A,Kurikulum 2013,Sehari penuh (5 h/m),SMAS PERMAI JAKARTA,582174751E745946BA9E,20100607,Swasta,SMA,Yayasan,SP.356/101.1A/I.85,1985-02-19,12766/-1.851.68,2014-12-19,Tidak ada,BPD DKI...,BPD DKI CABANG PLUIT...,SMAPERMAI...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,197000,50 Mb,JL. PLUIT KARANG BARAT BLOK O - VI No.1A,-,Pluit,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14450,-6,106,2,8
PLT - Sigit Prawoto,NOVI,A,Kurikulum 2013,Sehari penuh (5 h/m),SMP KEMULIAAN BUNDA,A8D700EB4C7C6588769E,20106824,Swasta,SMP,Yayasan,13,2021-05-27,001/1.8.1/31.73.04/-1.851.58/2016e,2016-04-11,Tidak ada,BANK DKI,PINTU BESAR SELATAN,SMP KEMULIAAN BUNDA,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,6500,20 Mb,Jl. Teratai Raya No. 43,JEMBATAN LIMA,Jembatan Lima,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11250,-6,106,6,3
Cecep Burhanudin,Irmah,B,Kurikulum 2013,-,SDS Khairul Uswah,9228B835A255B3092532,20104757,Swasta,SD,Yayasan,50.1/1.851.202.7,2002-09-06,6459/-1.1.851.48,2009-10-16,Tidak ada,BANK DKI,Tanah Abang,SDS KHAIRUL USWAH,Bersedia Menerima,-,Belum Bersertifikat,PLN,3000,300 Mb,Jl. Petamburan II no.43,Petamburan,Petamburan,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10260,-6,106,4,3
Oom Komariah,Nurmaya Sari,A,Kurikulum 2013,Sehari penuh (5 h/m),SMP NEGERI 162 JAKARTA,A4509C6B0F560671D41C,20100766,Negeri,SMP,Pemerintah Daerah,0220/0/1981,1976-02-02,-,1910-01-01,Tidak ada,BPD DKI...,BPD DKI CABANG TANJUNG PRIOK...,SMPN162-BOS...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,23000,100 Mb,Jl. Marunda Baru Iv No. 1,Marunda,Marunda,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14150,-6,106,12,3
Tiarma Samosir,Tiarma Samosir,B,Kurikulum 2013,Sehari penuh (5 h/m),SMAS PERMATA INDAH JAKARTA,F457C17F9F03BC9BE3B3,20107389,Swasta,SMA,Yayasan,Kep/115A/101/A11,1988-02-15,12942/-1.851.68,2014-12-29,Tidak ada,BPD DKI...,BPD DKI CABANG  PLUIT...,SMAPERMATAINDAH...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,25000,30 Mb,JL. KAMPUNG GUSTI BLOK A /1,pejagalan,Pejagalan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14450,-6,106,14,10
NURUL ANNISYA,Elisabet Anantia,,Kurikulum 2013,Sehari penuh (5 h/m),SDS Kinderfield,F9D7A64889833E8C4ECE,70016023,Swasta,SD,Lainnya,1/A.2/31.71.07.1003.004/4/-1.851.48/e/2021,2021-11-10,1/A.2/31.71.07.1003.004/4/-1.851.48/e/2021,2021-11-10,Tidak ada,,,,Tidak Bersedia Menrima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,16500,50 Mb,"Apartement Sudirman Park, Connecting Tower AB 02/06-02/07 Lantai 2. Jl. K.H. Mas",,Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,,0,0,,
Lrt. Ratrining Tyas Aji,DARWIN JUSUP,A,Kurikulum 2013,Sehari penuh (5 h/m),SMP Pelita,D9E5895A9508D3B3481F,20106852,Swasta,SMP,Yayasan,No 07 Tgl 02 April 2007,1983-11-15,2642.1.851.58,2013-04-26,Tidak ada,BANK DKI,cabang,SMP PELITA,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,6600,50 Mb,Jl. Pos Duri Raya No. 23-29,Duri Utara,Duri Utara,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11270,-6,106,3,6
Amrul S.PD,Achmad Fauzi,A,Kurikulum 2013,-,SMP Negeri 200,E7DA0DCFD9CB76AA5FC0,20100769,Negeri,SMP,Pemerintah Daerah,-,2012-12-28,174/-1.851.5,1980-07-29,"A,B,C,C1,D,D1,H",DKI,Tanjung Priok,SMP Negeri 200 Jakarta,Bersedia Menerima,-,9001:2000,PLN,53000,Telkom Speedy,Jl. Rorotan IX No. 2,ROROTAN,Rorotan,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14140,-6,106,9,10
Izah Azizah,KHUSNUL NURHAKIKI,A,Kurikulum 2013,-,SMAS PUSAKA ABADI JAKARTA,172624B0ABFE857F820F,20100610,Swasta,SMA,Yayasan,11389/-1.851.68,2013-12-30,11389/-1.851.68,2013-12-30,Tidak ada,BPD DKI...,BPD DKI CABANG PLUIT...,SMAPUSAKAABADI...,Bersedia Menerima,-,Belum Bersertifikat,PLN,0,50 Mb,JL. V NO. 28 TELUK GONG,-,Pejagalan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14450,-6,106,10,17
"Ong Erlyana Natadipraja, S.pd",Suhayanto,A,Kurikulum 2013,-,SDS Kristen Bethel,99C82F3FF77470FFED44,20104760,Swasta,SD,Yayasan,7,2013-02-06,942/.1.851.48,2013-02-06,Tidak ada,BANK DKI,Wahid Hasyim Tanah Abang,SD Kristen Bethel,Bersedia Menerima,-,Belum Bersertifikat,PLN,5000,100 Mb,"Jl. Petamburan IV, No. 4",Petamburan,Petamburan,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10260,-6,106,1,4
