kepsek,operator,akreditasi,kurikulum,waktu,nama_sekolah,sekolah_id,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus,nama_bank,kcp,nama_di_rek,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listri,akses_internet,alamat,dusun,desa_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rt,rw
Siti Aisyah,Nur Hadi,A,Kurikulum 2013,-,SMA HANG TUAH 5,E7C318104604A4EBBBF4,69859774,Swasta,SMA,Yayasan,1056,2013-12-27,231/18.02.10/02/VII/2022,2022-07-07,Tidak ada,Bank Jatim,Sidoarjo,SMA HANG TUAH 5,Bersedia Menerima,-,Belum Bersertifikat,PLN,110000,100 Mb,Jl. M. Ridwan No.7 Candi,candi,Candi,Kec. Candi,Kab. Sidoarjo,Prov. Jawa Timur,61271,-7,112,13,5
KAMSIATUN,Lilis indrawati,,Kurikulum 2013,Pagi,SPS POS PAUD FLAMBOYAN,3B01357517EDF01CCE12,69980671,Swasta,SPS,Yayasan,188/0105/416-101/2018,2018-08-29,421.2/1482/416-101/2018,2018-08-29,Tidak ada,BPD JAWA TIMUR,CAPEM PACET,69980671 SPS POS PAUD FLAMBYAN,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Tidak Ada,DS. WARUGUNUNG KEC. PACET KAB. MOJOKERTO,Randegan,Warugunung,Kec. Pacet,Kab. Mojokerto,Prov. Jawa Timur,61374,0,0,1,2
SUHAILA,SUSILAWATI,A,Kurikulum 2013,Pagi,TK TELADAN NUSA,C6ACD50A77ADF3D643E6,20563609,Swasta,TK,Yayasan,001/I04.10/I-91.,1991-07-15,188.4/3085/438.5.1/2022,2022-08-04,Tidak ada,BPD JAWA TIMUR,SIDOARJO,20563609 TK TELADAN NUSA,Bersedia Menerima,Pagi,9001:2008,PLN & Diesel,1300,30 Mb,JL. TIDAR NO. 6 PEPELEGI INDAH WARU,pepelegi,Pepelegi,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,1,3
DWI PURDIAHNINGSIH,Allis sasiakhir,,Kurikulum 2013,-,KB AISYIYAH 9,81A7B37028421D805F99,69797008,Swasta,KB,Yayasan,2355/KEP/I.0/B/2020,2020-02-20,421.1/245/416-115.3/2023,2023-05-03,Tidak ada,BPD JAWA TIMUR,CAPEM SOOKO,69797008 KB AISYIYAH 9,Bersedia Menerima,-,9001:2008,PLN,2200,Tidak Ada,JL KAKAKTUA NO 9 PUSKOPAD,,Sooko,Kec. Sooko,Kab. Mojokerto,Prov. Jawa Timur,61361,0,0,3,12
Fatmawati,Riza Umami,B,Kurikulum 2013,Pagi,SMKS AL AZIZIYAH,4BF3897282F952E817DC,20554852,Swasta,SMK,Yayasan,421.5/081/404.3.14/2008,1900-01-01,-,,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SMKALAZIZIYAH...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,2200,50 Mb,KEDUNG PELUK NO. 03,Kebonsari,Kedung Peluk,Kec. Candi,Kab. Sidoarjo,Prov. Jawa Timur,61271,-7,112,1,3
SITI MUSHOIYAH,Ahmad Marzuqi,B,Kurikulum 2013,Pagi,TK TERPADU AL-HUDA,155146ED6F642376E5E7,20563611,Swasta,TK,Yayasan,425.1/6423/404.3.14/2002,2002-08-26,421.1/1810/438.5.1/2019,2019-05-21,Tidak ada,BPD JAWA TIMUR,SIDOARJO,20563611 TK TERPADU ALHUDA,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,3100,50 Mb,JL. RAYA WADUNGASRI NO. 17,WADUNGASRI,Wadungasri,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,4,2
HERNANIK WIDYANINGSIH,ALFINA WIDJANANTI,,Kurikulum 2013,Pagi,SPS POS PAUD KARTIKA,5037A05411C234B5354F,70036384,Swasta,SPS,Lainnya,421.1/676/416-115.3/2022,2022-12-07,421.1/676/416-115.3/2022,2022-12-07,Tidak ada,,,,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Tidak Ada,Desa Cembor RT. 07 RW 02,DUSUN CEMBOR,Cembor,Kec. Pacet,Kab. Mojokerto,Prov. Jawa Timur,61374,0,0,7,2
"Misluhah, M.Pd.I",ENDANG LASIATIN,C,Kurikulum 2013,-,KB AL HIDAYAH,E1A9577C28E921119AB7,69907280,Swasta,KB,Yayasan,421/1566/416-114.07/2005,2005-09-19,421.1/257/416-115.3/2022,2022-04-19,Tidak ada,BPD JAWA TIMUR,CAPEM SOOKO,69907280 KB AL HIDAYAH,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,Jampirogo RT 01 RW 01 Sooko,Jampirogo,Jampirogo,Kec. Sooko,Kab. Mojokerto,Prov. Jawa Timur,61361,-7,112,1,1
MIFTAKHUL ROKHMAH,"Miftakhul Rokhmah, S.Pd",,Kurikulum 2013,Pagi,PKBM AL WAFA,97CD366C3740D6528296,P9997225,Swasta,PKBM,Yayasan,143,2019-03-30,421.9/1593/438.5.1/2022,2022-05-01,Tidak ada,BPD JAWA TIMUR,sidoarjo,P9997225 PKBM AL WAFA,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,2200,500 Mb,Sugihwaras RT 11 RW 3 Belakang Balai Desa,sugihwaras,Sugih Waras,Kec. Candi,Kab. Sidoarjo,Prov. Jawa Timur,61271,0,0,11,3
Gatot Kusmiarto,Mahmudi,B,Kurikulum 2013,Pagi,SDN BENDUNGANJATI,701EF213230CA83CB15E,20502886,Negeri,SD,Pemerintah Daerah,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG MOJOKERTO...,SDNBENDUNGANJATI...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,20 Mb,Jalan Tirto Wening No. 63,Gading,Bendunganjati,Kec. Pacet,Kab. Mojokerto,Prov. Jawa Timur,61374,-7,112,1,4
SUMARTIN,sumartin,A,Kurikulum 2013,-,TK TUNAS MEKAR,27FF52AF5DEE73A7F75D,20563628,Swasta,TK,Yayasan,12.18/104.10/87,1987-03-03,421.1/4277/438.5.1/2019,2019-11-21,Tidak ada,BPD JAWA TIMUR,SIDOARJO,20563628 TK TUNAS MEKAR,Bersedia Menerima,-,Belum Bersertifikat,PLN,1299,10 Mb,TROPODO INDAH BLOK C NO. 5,TROPODO WETAN,Tropodo,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,35,4
Anita Ariyani,SALIS SUNANDI,,Kurikulum 2013,Pagi,PKBM Delta Insan Cita,BCF738DE05C3EE7ED8E4,P9996413,Swasta,PKBM,Yayasan,2,2019-07-15,421.9/1398/438.5.1/2020,2020-06-18,Tidak ada,BPD JAWA TIMUR,SURABAYA,P9996413 PKBM DELTA INSANCITA,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,5500,50 Mb,Jl. Raya Larangan No. 31,Larangan,Larangan,Kec. Candi,Kab. Sidoarjo,Prov. Jawa Timur,61271,-7,112,9,3
"KHOIRO UMMATIN, S.PdI",Khoirun Nisak,,Kurikulum 2013,-,KB AL IHSAN,041C7E9E51E337A3F898,69797024,Swasta,KB,Yayasan,421.2/0737/KB/416-101.PAUDNI/2016,2016-03-07,421.2/0737/KB/416-101.PAUDNI/2016,2016-03-07,Tidak ada,BPD JAWA TIMUR,CAPEM SOOKO,69797024 KB AL IHSAN,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,5 Mb,Jl. Sooko 3 RT 3 RW 3 Dusun Sooko,sooko,Sooko,Kec. Sooko,Kab. Mojokerto,Prov. Jawa Timur,61361,-7,112,3,3
Sulhan,Emy Dwi Kurniasih,A,Kurikulum 2013,Pagi,SDN CANDIWATU,D1BEFCFA37D95DAECE13,20502866,Negeri,SD,Pemerintah Pusat,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG MOJOKERTO...,SDNCANDIWATU...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1300,20 Mb,Dusun Candirejo,Candirejo,Candiwatu,Kec. Pacet,Kab. Mojokerto,Prov. Jawa Timur,61374,-7,112,5,3
AZMIL MUSTACHIL LATIF,Azmil Mustachil Latif,A,Kurikulum 2013,Pagi,TK ZAINUDDIN NGENI,D27F8B9B676B43090681,20563630,Swasta,TK,Yayasan,421.1/3637/404.3.1/2011,2011-10-21,421.1/1886/438.5.1/2020,2020-10-27,Tidak ada,BPD JAWA TIMUR,SIDOARJO,20563630 TK ZAINUDDIN NGENI,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,16500,300 Mb,JL. kepuh Kiriman Dalam No.3B,Ngeni,Kepuh Kiriman,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,0,0,0,0
PLT - FAIQOH,M. Indriani,,Kurikulum 2013,-,PKBM FAUZUL FALAH,F36BDD47268640560439,P9998967,Swasta,PKBM,Yayasan,4,2021-02-08,188.4/699/438.5.1/2021,2021-09-27,Tidak ada,,,,Bersedia Menerima,-,Belum Bersertifikat,PLN,2200,Tidak Ada,Jl. Ababil No. 1 RT 1 RW 4 Minggir,,Larangan,Kec. Candi,Kab. Sidoarjo,Prov. Jawa Timur,,0,0,,
ENY MULATSIH,,B,Kurikulum 2013,-,KB AL MUSTOFA,5C27F1F4920B4521DD75,69797044,Swasta,KB,Yayasan,421.2/0732/KB/416-101.PAUDNI/2016,2016-03-07,421.2/0732/KB/416-101.PAUDNI/2016,2016-03-07,Tidak ada,BPD JAWA TIMUR,CAPEM SOOKO,69797044 KB AL MUSTOFA,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,500 Mb,Dusun Kedung Bendo,kedungbendo,Gemekan,Kec. Sooko,Kab. Mojokerto,Prov. Jawa Timur,61361,-7,112,3,5
Ayati,ahmad yayan ari kurniawan,A,Kurikulum 2013,Pagi,SDN CEPOKOLIMO,F75958BF1D3D46173D03,20502873,Negeri,SD,Pemerintah Daerah,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG PACET...,SDNCEPOKOLIMO...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,0,5 Mb,"Jl. Panji Demung, Ds. Cempokolimo",Kambengan,Cepokolimo,Kec. Pacet,Kab. Mojokerto,Prov. Jawa Timur,61374,-7,112,0,0
Lilik Suadah,TK AL WAHYU INOVATIF,,Kurikulum 2013,-,TK. INOVATIF AL WAHYU REWWIN,9D780A3164EBC4289253,69988020,Swasta,TK,Yayasan,421.1/1923/438.5.1/2019,2019-05-31,421.1/1923/438.5.1/2019,2019-05-31,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69988020 TK IVATIF ALWAHYU,Bersedia Menerima,-,Belum Bersertifikat,PLN,0,Jardiknas,Jl. Wedoro PP Kav Utara No.1,wedoro,Wedoro,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,0,0,2,4
NADHILA YUSRINA  MAGHFIRO,Mochamad Arif Setyawan,,Kurikulum 2013,Sehari penuh (5 h/m),SLB AUTIS MUTIARA HATI CANDI,3F00AB4F7800B0D34D83,70039651,Swasta,SLB,Yayasan,18/18.08/01/IV/2023,2023-04-05,18/18.08/01/IV/2023,2023-04-05,Q - Autis,,,,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,30 Mb,Jl. Desa Kali pecabean RT 5 RW 1,,Kalipecabean,Kec. Candi,Kab. Sidoarjo,Prov. Jawa Timur,,0,0,5,1
NURUL FAUZIAH,Ainun Nikmah,,Kurikulum 2013,-,KB AL ZAHRA,0E9B8F2FD4BFB81095E5,69797012,Swasta,KB,Yayasan,421.2/0733/KB/416-101.PAUDNI/2016,2016-03-07,421.2/0733/KB/416-101.PAUDNI/2016,2016-03-07,Tidak ada,BPD JAWA TIMUR,CAPEM JAYANEGARA,69797012 KB AL ZAHRA,Bersedia Menerima,-,Belum Bersertifikat,PLN,500,Tidak Ada,Dusun Mengelo Selatan Gg. Masjid,MENGELO,Sooko,Kec. Sooko,Kab. Mojokerto,Prov. Jawa Timur,61361,0,0,2,11
LATIFAH,LATIFAH,,Kurikulum 2013,-,KB AISYIYAH 2 WARU,1AAD72E21DE18F9DF4CE,69816566,Swasta,KB,Yayasan,421.9/1453/404.3.1/2012,2012-05-01,188.4/3091/438.5.1/2022,2022-08-04,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816566 KB AISYIYAH 2 WARU,Bersedia Menerima,-,Belum Bersertifikat,PLN,1200,20 Mb,JL. JEND. S PARMAN III / 5,waru,Waru,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,3,2
Marhaeni Dwi Agus Puspitarini,sulkan,A,Kurikulum 2013,Pagi,SDN CLAKET,12997D594D0863CA04B9,20502898,Negeri,SD,Pemerintah Daerah,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG MOJOKERTO...,SDNCLAKET...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,30 Mb,Jalan Raya Claket No. 09 Ds. Claket,CLAKET,Claket,Kec. Pacet,Kab. Mojokerto,Prov. Jawa Timur,61374,-7,112,1,3
PLT - Yatun,Istiqomah,B,Kurikulum 2013,-,SLB Merdeka Candi,BEA14E5C458F0CDD6D3B,69787032,Swasta,SLB,Yayasan,26/18/08/01/XI/2022,2009-08-17,26/18.08/01/XI/2022,2020-03-30,"A,B,C,C1,D,D1,F,H,K,P,Q",BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SLBMERDEKA...,Bersedia Menerima,-,Belum Bersertifikat,PLN,3500,20 Mb,Jl. Raya Gelam Gg. Kemuning RT 13,Gelam,Gelam,Kec. Candi,Kab. Sidoarjo,Prov. Jawa Timur,61271,-7,112,13,3
SAYYIDAH HAFIDHATUL ILMI,Mirna Wulandari,B,Kurikulum 2013,Pagi,KB AL-AZHAR,00D9FEFA1E255BC62B6D,69797067,Swasta,KB,Yayasan,421.1/479/416-115.3/2022,2022-08-10,421.1/479/416-115.3/2022,2022-08-10,Tidak ada,BPD JAWA TIMUR,CAPEM SOOKO,69797067 KB AL AZHAR,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,1 Mb,Dusun Mojoranu,MOJORANU,Mojoranu,Kec. Sooko,Kab. Mojokerto,Prov. Jawa Timur,61361,-5,114,5,1
Mulyono,Yulius Wahyudi Putra,B,Kurikulum 2013,Pagi,SDN KEMBANGBELOR,83965783811849D60B41,20502983,Negeri,SD,Pemerintah Daerah,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG MOJOKERTO...,SDNKEMBANGBELOR...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,5 Mb,"Dsn. Paras, Ds. Kembangbelor",Paras,Kembangbelor,Kec. Pacet,Kab. Mojokerto,Prov. Jawa Timur,61374,-7,112,3,3
INDRY SUHARYANTI,Sa'adah Sulistyawati,,Kurikulum 2013,-,KB AISYIYAH III REWWIN,382ABF71E6A3692B4645,69816585,Swasta,KB,Yayasan,421-9/2573/404.3.14/2006,2006-09-20,421.9/1.196/404.3.1/2015,2015-03-26,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816585 KB AISYIYAH III,Tidak Bersedia Menrima,-,Belum Bersertifikat,PLN,1300,300 Mb,JL RAYA GARUDA NO 14,WEDORO,Wedoro,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,5,114,9,8
Dyah Maria Asih,Desita Rini Kristanti,C,Kurikulum 2013,-,SLB NABIGHAH,E9AD517D66AAB5C0365A,69974926,Swasta,SLB,Yayasan,421.8/3306.2/101.4/2017,2017-07-03,86/18.12/02/VIII/2023,2023-08-18,"C,P,Q",BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG  SIDOARJO...,SLBNABIGHAH...,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,40 Mb,Perum Larangan Mega Asri Blok E68 Candi,larangan,Larangan,Kec. Candi,Kab. Sidoarjo,Prov. Jawa Timur,61271,-7,112,32,8
ALFANIKMAH,Nur Imama,C,Kurikulum 2013,Sehari penuh (5 h/m),KB AL-MUTTAQIN,62B730946AA280FDE1BF,69797102,Swasta,KB,Yayasan,421.2/0731/KB/416-101.PAUDNI/2016,2016-03-07,421.2/0731/KB/416-101.PAUDNI/2016,2016-03-07,Tidak ada,BPD JAWA TIMUR,CAPEM SOOKO,69797102 KB AL MUTTAQIN,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,450,Tidak Ada,Dusun Sasap,SASAP,Modongan,Kec. Sooko,Kab. Mojokerto,Prov. Jawa Timur,61361,-7,112,2,2
Indah Isbandiyah,Erna Susanti,A,Kurikulum 2013,Pagi,SDN KEMIRI 1,C05B98D28725FE49F327,20502990,Negeri,SD,Pemerintah Daerah,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG...,SDNKEMIRI1...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,20 Mb,Dusun Kemiri,Kemiri,Kemiri,Kec. Pacet,Kab. Mojokerto,Prov. Jawa Timur,61374,-7,112,0,0
Ani Noviati,SITI MUSAIYADAH,,Kurikulum 2013,-,KB AISYIYAH IV MEDAENG,77BDF534C23DD2C6CE5C,69816522,Swasta,KB,Yayasan,421.9/4455/404.3.1/2011,2011-12-30,421.9/1364/404.3.1/2015,2015-04-07,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816522 KB AISYIYAH IV,Bersedia Menerima,-,Belum Bersertifikat,PLN,5500,300 Mb,YOS SUDARSO 90,Bungur,Medaeng,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,9,3
Rahmadi Agung Wicaksono,Brilian Ganda Gunawan K.,B,Kurikulum 2013,Pagi,SLB-C DHARMA PENDIDIKAN,A7EBA95FA5F0D1A9D8D0,20501897,Swasta,SLB,Yayasan,5/18.08/01/II/2023,1976-10-22,5/18.08/01/II/2023,2010-12-08,C1 - Tuna grahita sedang,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SLBDHARMA...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,300 Mb,Jl. Raya Gelam No.48,Pagerwojo,Gelam,Kec. Candi,Kab. Sidoarjo,Prov. Jawa Timur,61271,-7,112,2,1
"Fitrotun Najizah,S.Pd",via risalatul maunah,B,Kurikulum 2013,-,KB AR RIYADL,52F6F24E36C314F2534B,69907271,Swasta,KB,Lainnya,421/095/416-114.07/2006,2006-01-18,421/095/416-114.07/2006,2006-01-18,Tidak ada,BPD JAWA TIMUR,CAPEM SOOKO,69907271 KB ARRIYADL,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Telkomsel Flash,Dusun Blimbing,Blimbing,Blimbingsari,Kec. Sooko,Kab. Mojokerto,Prov. Jawa Timur,61361,-7,112,22,6
SUNDUSIYAH,Debby Kristiana,,Kurikulum 2013,-,KB AISYIYAH V PEPELEGI,760AB92E28E0EF1101A6,69816736,Swasta,KB,Yayasan,421.9/446/404.3.1/2013,2013-02-13,421.1/1435/438.5.1/2020,2019-04-08,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816736 KB AISYIYAH V,Bersedia Menerima,-,Belum Bersertifikat,PLN & Diesel,15000,Tidak Ada,JATISARI GANG GEMPOL NO 47 RT02 RW06,LEGI,Pepelegi,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,4,6
Tutik Eriani,Ahmad Feriantoqi,B,Kurikulum 2013,Pagi,SDN KEMIRI 2,F6A127677241A31BE119,20502991,Negeri,SD,Pemerintah Daerah,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG PACET...,SDNKEMIRI2...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,20 Mb,Jalan Ahmad Yani No. 11,Nono,Kemiri,Kec. Pacet,Kab. Mojokerto,Prov. Jawa Timur,61374,-7,112,1,3
ERLINA NURMAYANTI,ERLINA NURMAYANTI,A,Kurikulum 2013,Pagi,TK AISYIYAH BUSTANUL ATHFAL 1,F91BF9765D59451968BA,20563397,Swasta,TK,Yayasan,5145/I04.10/I/95,1995-09-29,421.1/1597438.5.1/2020,2020-08-25,Tidak ada,BPD JAWA TIMUR,SIDOARJO,20563397 TK ABA 1,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Tidak Ada,KEMANTREN,KEMANTREN,Kemantren,Kec. Tulangan,Kab. Sidoarjo,Prov. Jawa Timur,61273,-7,112,2,2
PLT - ASIH SULISTYOWATI,Kian Nasrulloh,,Kurikulum 2013,-,KB AS SALAAMAH,378E512E64396D42D5C2,70041375,Swasta,KB,Yayasan,421.1/327/416-115.3/2023,2023-06-14,421.1/327/416-115.3/2023,2023-06-14,Tidak ada,,,,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,30 Mb,Dsn. Sambiroto RT.06 RW.02,,Sambiroto,Kec. Sooko,Kab. Mojokerto,Prov. Jawa Timur,,0,0,,
Wiwin Sunariyah,Sumajid,A,Kurikulum 2013,Pagi,SDN KESIMANTENGAH,1F023D10AE80FD326564,20503043,Negeri,SD,Pemerintah Daerah,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG MOJOKERTO...,SDNKESIMANTENGAH...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,30 Mb,Dusun Karangan,Karangan,Kesimantengah,Kec. Pacet,Kab. Mojokerto,Prov. Jawa Timur,61374,-7,112,1,1
IZZA ULYA,ALFIYAH,,Kurikulum 2013,-,KB AL ANSHOR,AA32DBAE2210EC1BC76D,69816513,Swasta,KB,Yayasan,421.9/476/404.3.1/2010,2010-02-22,421.9/2344/404.3.1/2016,2016-05-25,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816513 KB AL ANSHOR,Bersedia Menerima,-,Belum Bersertifikat,PLN,2200,20 Mb,JOYOBOYO 65,Medaeng,Medaeng,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,20,2
SUNAIKAH,Riswandha,B,Kurikulum 2013,Pagi,TK AISYIYAH BUSTANUL ATHFAL 3,2067A3CFD85A2AA1702A,20563402,Swasta,TK,Yayasan,642.1/1764/404.3.14/2004,2004-04-23,421.1/1597/438.5.1/2020,2017-07-21,Tidak ada,BPD JAWA TIMUR,SIDOARJO,20563402 TK ABA 3,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Indosat IM3,DUSUN KENDAL,KENDAL,Pangkemiri,Kec. Tulangan,Kab. Sidoarjo,Prov. Jawa Timur,61273,0,0,6,1
ASLIKHAH AZIS,KHUSNIATUL FITRIYAH,B,Kurikulum 2013,-,KB ASY - SYAMIL,F2AE7E4BFD7BE6015B6A,69797040,Swasta,KB,Yayasan,421.2/0740/KB/416-101.PAUDNI/2016,2016-03-07,421.2/0740/KB/416-101.PAUDNI/2016,2016-03-07,Tidak ada,BPD JAWA TIMUR,CAPEM SOOKO,69797040 KB ASY SYAMIL,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,50 Mb,Jl. Raya Sasap RT. 09 RW. 03,sasap,Modongan,Kec. Sooko,Kab. Mojokerto,Prov. Jawa Timur,61361,-7,112,9,3
ELIA FEBRIWATI,Wahyuning Tirto Dewi,A,Kurikulum 2013,-,KB AL FALAH AS SALAM,CA9308C32963CB83F928,69816502,Swasta,KB,Yayasan,AHU-9493.AH.01.04.2011,2011-12-30,421.1/869/438.5.1/2019,2019-03-12,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816502 KB AL FALAH AS SALAM,Bersedia Menerima,-,Belum Bersertifikat,PLN,150,30 Mb,Jln. Raya Wisma Tropodo FG 20,TROPODO,Tropodo,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,50,6
Masruroh,Ainur Rohman,A,Kurikulum 2013,Pagi,SDN KURIPANSARI,805384A6A3DF9C0BE4BE,20503023,Negeri,SD,Pemerintah Daerah,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG MOJOKERTO...,SDNKURIPANSARI...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN & Diesel,900,30 Mb,Dusun Warubinatur,WARUBINATUR,Kuripansari,Kec. Pacet,Kab. Mojokerto,Prov. Jawa Timur,61374,-7,112,0,0
SITI IKHLIMAH,YENI RAHMAYATI,B,Kurikulum 2013,Pagi,TK AISYIYAH BUSTANUL ATHFAL II,AD39BAE67F6DA4722D95,20563399,Swasta,TK,Yayasan,1812/i04.10/I/95,1995-05-26,421.1/2642/404.5.1/2017,2017-07-21,Tidak ada,BPD JAWA TIMUR,SIDOARJO,20563399 TK ABA II,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,1 Gb,DUSUN KEDURUS RT. 1 RW. 4,KEDURUS,Kepatihan,Kec. Tulangan,Kab. Sidoarjo,Prov. Jawa Timur,61273,-7,112,1,4
ELIK MAHFUDLOH,umi maslakhah,,Kurikulum 2013,-,KB BAITUL MUTTAQIN,91F33F33A479A18F5245,69797056,Swasta,KB,Yayasan,421.2/0734/KB/416-101.PAUDNI/2016,2016-03-07,42.1/8/416-101/2023,2023-01-16,Tidak ada,BPD JAWA TIMUR,CAPEM SOOKO,69797056 KB BAITUL MUTTAQIN,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,1 Gb,Dusun Sambiroto,sambiroto,Sambiroto,Kec. Sooko,Kab. Mojokerto,Prov. Jawa Timur,61361,-7,112,4,1
Akhmad,Izza Lutfiatu Maskurnia,A,Kurikulum 2013,Siang,SDN MOJOKEMBANG,5A6CC8EBD5E528445D20,20502901,Negeri,SD,Pemerintah Daerah,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,PERBUB NOMOR 24 TAHUN 2021,2021-03-04,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG  MOJOKERTO...,SDNMOJOKEMBANG...,Bersedia Menerima,Siang,Proses Sertifikasi,PLN,450,20 Mb,Mojokembang,Mojokembang,Mojokembang,Kec. Pacet,Kab. Mojokerto,Prov. Jawa Timur,61374,-7,112,1,1
